"ID"	"Expanded Description"	
"12132"	"Nigeria - Other - Apron Management Service Provider"	
"8132"	"Nigeria - Other - Maintenance organisation"	
"6132"	"Nigeria - Other - Aircraft operator"	
"133"	"Norway"	
"1133"	"Norway - AAIB"	
"2133"	"Norway - CAA"	
"5133"	"Norway - Other"	
"100271"	"Norway - Other - Production organisation"	
"100479"	"Norway - Other - Flight Crew Training organisation"	
"100687"	"Norway - Other - Flight Information Service Provider"	
"100895"	"Norway - Other - Continuous airworthiness monitoring organisation"	
"101103"	"Norway - Other - Ground handling organisation"	
"101311"	"Norway - Other - Individuals"	
"7133"	"Norway - Other - Design organisation"	
"10133"	"Norway - Other - Aerodrome operator"	
"11133"	"Norway - Other - ATM equipment maintenance organisation"	
"9133"	"Norway - Other - Air Navigation Service Provider"	
"12133"	"Norway - Other - Apron Management Service Provider"	
"8133"	"Norway - Other - Maintenance organisation"	
"6133"	"Norway - Other - Aircraft operator"	
"134"	"Oman"	
"1134"	"Oman - AIB"	
"2134"	"Oman - CAA"	
"5134"	"Oman - Other"	
"100272"	"Oman - Other - Production organisation"	
"100480"	"Oman - Other - Flight Crew Training organisation"	
"100688"	"Oman - Other - Flight Information Service Provider"	
"100896"	"Oman - Other - Continuous airworthiness monitoring organisation"	
"101104"	"Oman - Other - Ground handling organisation"	
"101312"	"Oman - Other - Individuals"	
"7134"	"Oman - Other - Design organisation"	
"10134"	"Oman - Other - Aerodrome operator"	
"11134"	"Oman - Other - ATM equipment maintenance organisation"	
"9134"	"Oman - Other - Air Navigation Service Provider"	
"12134"	"Oman - Other - Apron Management Service Provider"	
"8134"	"Oman - Other - Maintenance organisation"	
"6134"	"Oman - Other - Aircraft operator"	
"135"	"Pakistan"	
"1135"	"Pakistan - AIB"	
"2135"	"Pakistan - CAA"	
"5135"	"Pakistan - Other"	
"100273"	"Pakistan - Other - Production organisation"	
"100481"	"Pakistan - Other - Flight Crew Training organisation"	
"100689"	"Pakistan - Other - Flight Information Service Provider"	
"100897"	"Pakistan - Other - Continuous airworthiness monitoring organisation"	
"101105"	"Pakistan - Other - Ground handling organisation"	
"101313"	"Pakistan - Other - Individuals"	
"7135"	"Pakistan - Other - Design organisation"	
"10135"	"Pakistan - Other - Aerodrome operator"	
"11135"	"Pakistan - Other - ATM equipment maintenance organisation"	
"9135"	"Pakistan - Other - Air Navigation Service Provider"	
"12135"	"Pakistan - Other - Apron Management Service Provider"	
"8135"	"Pakistan - Other - Maintenance organisation"	
"6135"	"Pakistan - Other - Aircraft operator"	
"136"	"Palau"	
"1136"	"Palau - AIB"	
"2136"	"Palau - CAA"	
"5136"	"Palau - Other"	
"100274"	"Palau - Other - Production organisation"	
"100482"	"Palau - Other - Flight Crew Training organisation"	
"100690"	"Palau - Other - Flight Information Service Provider"	
"100898"	"Palau - Other - Continuous airworthiness monitoring organisation"	
"101106"	"Palau - Other - Ground handling organisation"	
"101314"	"Palau - Other - Individuals"	
"7136"	"Palau - Other - Design organisation"	
"10136"	"Palau - Other - Aerodrome operator"	
"11136"	"Palau - Other - ATM equipment maintenance organisation"	
"9136"	"Palau - Other - Air Navigation Service Provider"	
"12136"	"Palau - Other - Apron Management Service Provider"	
"8136"	"Palau - Other - Maintenance organisation"	
"6136"	"Palau - Other - Aircraft operator"	
"137"	"Panama"	
"1137"	"Panama - AIB"	
"2137"	"Panama - CAA"	
"5137"	"Panama - Other"	
"100275"	"Panama - Other - Production organisation"	
"100483"	"Panama - Other - Flight Crew Training organisation"	
"100691"	"Panama - Other - Flight Information Service Provider"	
"100899"	"Panama - Other - Continuous airworthiness monitoring organisation"	
"101107"	"Panama - Other - Ground handling organisation"	
"101315"	"Panama - Other - Individuals"	
"7137"	"Panama - Other - Design organisation"	
"10137"	"Panama - Other - Aerodrome operator"	
"11137"	"Panama - Other - ATM equipment maintenance organisation"	
"9137"	"Panama - Other - Air Navigation Service Provider"	
"12137"	"Panama - Other - Apron Management Service Provider"	
"8137"	"Panama - Other - Maintenance organisation"	
"6137"	"Panama - Other - Aircraft operator"	
"138"	"Papua New Guinea"	
"1138"	"Papua New Guinea - AIB"	
"2138"	"Papua New Guinea - CAA"	
"5138"	"Papua New Guinea - Other"	
"100276"	"Papua New Guinea - Other - Production organisation"	
"100484"	"Papua New Guinea - Other - Flight Crew Training organisation"	
"100692"	"Papua New Guinea - Other - Flight Information Service Provider"	
"100900"	"Papua New Guinea - Other - Continuous airworthiness monitoring organisation"	
"101108"	"Papua New Guinea - Other - Ground handling organisation"	
"101316"	"Papua New Guinea - Other - Individuals"	
"7138"	"Papua New Guinea - Other - Design organisation"	
"10138"	"Papua New Guinea - Other - Aerodrome operator"	
"11138"	"Papua New Guinea - Other - ATM equipment maintenance organisation"	
"9138"	"Papua New Guinea - Other - Air Navigation Service Provider"	
"12138"	"Papua New Guinea - Other - Apron Management Service Provider"	
"8138"	"Papua New Guinea - Other - Maintenance organisation"	
"6138"	"Papua New Guinea - Other - Aircraft operator"	
"139"	"Paraguay"	
"1139"	"Paraguay - AIB"	
"2139"	"Paraguay - CAA"	
"5139"	"Paraguay - Other"	
"100277"	"Paraguay - Other - Production organisation"	
"100485"	"Paraguay - Other - Flight Crew Training organisation"	
"100693"	"Paraguay - Other - Flight Information Service Provider"	
"100901"	"Paraguay - Other - Continuous airworthiness monitoring organisation"	
"101109"	"Paraguay - Other - Ground handling organisation"	
"101317"	"Paraguay - Other - Individuals"	
"7139"	"Paraguay - Other - Design organisation"	
"10139"	"Paraguay - Other - Aerodrome operator"	
"11139"	"Paraguay - Other - ATM equipment maintenance organisation"	
"9139"	"Paraguay - Other - Air Navigation Service Provider"	
"12139"	"Paraguay - Other - Apron Management Service Provider"	
"8139"	"Paraguay - Other - Maintenance organisation"	
"6139"	"Paraguay - Other - Aircraft operator"	
"140"	"Peru"	
"1140"	"Peru - AIB"	
"2140"	"Peru - CAA"	
"5140"	"Peru - Other"	
"100278"	"Peru - Other - Production organisation"	
"100486"	"Peru - Other - Flight Crew Training organisation"	
"100694"	"Peru - Other - Flight Information Service Provider"	
"100902"	"Peru - Other - Continuous airworthiness monitoring organisation"	
"101110"	"Peru - Other - Ground handling organisation"	
"101318"	"Peru - Other - Individuals"	
"7140"	"Peru - Other - Design organisation"	
"10140"	"Peru - Other - Aerodrome operator"	
"11140"	"Peru - Other - ATM equipment maintenance organisation"	
"9140"	"Peru - Other - Air Navigation Service Provider"	
"12140"	"Peru - Other - Apron Management Service Provider"	
"8140"	"Peru - Other - Maintenance organisation"	
"6140"	"Peru - Other - Aircraft operator"	
"141"	"Philippines"	
"1141"	"Philippines - AIB"	
"2141"	"Philippines - CAA"	
"5141"	"Philippines - Other"	
"100279"	"Philippines - Other - Production organisation"	
"100487"	"Philippines - Other - Flight Crew Training organisation"	
"100695"	"Philippines - Other - Flight Information Service Provider"	
"100903"	"Philippines - Other - Continuous airworthiness monitoring organisation"	
"101111"	"Philippines - Other - Ground handling organisation"	
"101319"	"Philippines - Other - Individuals"	
"7141"	"Philippines - Other - Design organisation"	
"10141"	"Philippines - Other - Aerodrome operator"	
"11141"	"Philippines - Other - ATM equipment maintenance organisation"	
"9141"	"Philippines - Other - Air Navigation Service Provider"	
"12141"	"Philippines - Other - Apron Management Service Provider"	
"8141"	"Philippines - Other - Maintenance organisation"	
"6141"	"Philippines - Other - Aircraft operator"	
"142"	"Poland"	
"1142"	"Poland - AIB"	
"2142"	"Poland - CAA"	
"5142"	"Poland - Other"	
"100280"	"Poland - Other - Production organisation"	
"100488"	"Poland - Other - Flight Crew Training organisation"	
"100696"	"Poland - Other - Flight Information Service Provider"	
"100904"	"Poland - Other - Continuous airworthiness monitoring organisation"	
"101112"	"Poland - Other - Ground handling organisation"	
"101320"	"Poland - Other - Individuals"	
"7142"	"Poland - Other - Design organisation"	
"10142"	"Poland - Other - Aerodrome operator"	
"11142"	"Poland - Other - ATM equipment maintenance organisation"	
"9142"	"Poland - Other - Air Navigation Service Provider"	
"12142"	"Poland - Other - Apron Management Service Provider"	
"8142"	"Poland - Other - Maintenance organisation"	
"6142"	"Poland - Other - Aircraft operator"	
"143"	"Portugal"	
"2143"	"Portugal - CAA"	
"1143"	"Portugal - GPIAA"	
"5143"	"Portugal - Other"	
"100281"	"Portugal - Other - Production organisation"	
"100489"	"Portugal - Other - Flight Crew Training organisation"	
"100697"	"Portugal - Other - Flight Information Service Provider"	
"100905"	"Portugal - Other - Continuous airworthiness monitoring organisation"	
"101113"	"Portugal - Other - Ground handling organisation"	
"101321"	"Portugal - Other - Individuals"	
"7143"	"Portugal - Other - Design organisation"	
"10143"	"Portugal - Other - Aerodrome operator"	
"11143"	"Portugal - Other - ATM equipment maintenance organisation"	
"9143"	"Portugal - Other - Air Navigation Service Provider"	
"12143"	"Portugal - Other - Apron Management Service Provider"	
"8143"	"Portugal - Other - Maintenance organisation"	
"6143"	"Portugal - Other - Aircraft operator"	
"144"	"Qatar"	
"1144"	"Qatar - AIB"	
"2144"	"Qatar - CAA"	
"5144"	"Qatar - Other"	
"100282"	"Qatar - Other - Production organisation"	
"100490"	"Qatar - Other - Flight Crew Training organisation"	
"100698"	"Qatar - Other - Flight Information Service Provider"	
"100906"	"Qatar - Other - Continuous airworthiness monitoring organisation"	
"101114"	"Qatar - Other - Ground handling organisation"	
"101322"	"Qatar - Other - Individuals"	
"7144"	"Qatar - Other - Design organisation"	
"10144"	"Qatar - Other - Aerodrome operator"	
"11144"	"Qatar - Other - ATM equipment maintenance organisation"	
"9144"	"Qatar - Other - Air Navigation Service Provider"	
"12144"	"Qatar - Other - Apron Management Service Provider"	
"8144"	"Qatar - Other - Maintenance organisation"	
"6144"	"Qatar - Other - Aircraft operator"	
"145"	"Romania"	
"1145"	"Romania - AAIB"	
"2145"	"Romania - CAA"	
"5145"	"Romania - Other"	
"100283"	"Romania - Other - Production organisation"	
"100491"	"Romania - Other - Flight Crew Training organisation"	
"100699"	"Romania - Other - Flight Information Service Provider"	
"100907"	"Romania - Other - Continuous airworthiness monitoring organisation"	
"101115"	"Romania - Other - Ground handling organisation"	
"101323"	"Romania - Other - Individuals"	
"7145"	"Romania - Other - Design organisation"	
"10145"	"Romania - Other - Aerodrome operator"	
"11145"	"Romania - Other - ATM equipment maintenance organisation"	
"9145"	"Romania - Other - Air Navigation Service Provider"	
"12145"	"Romania - Other - Apron Management Service Provider"	
"8145"	"Romania - Other - Maintenance organisation"	
"6145"	"Romania - Other - Aircraft operator"	
"146"	"Russian Federation"	
"1146"	"Russian Federation - AIB"	
"2146"	"Russian Federation - CAA"	
"5146"	"Russian Federation - Other"	
"100284"	"Russian Federation - Other - Production organisation"	
"100492"	"Russian Federation - Other - Flight Crew Training organisation"	
"100700"	"Russian Federation - Other - Flight Information Service Provider"	
"100908"	"Russian Federation - Other - Continuous airworthiness monitoring organisation"	
"101116"	"Russian Federation - Other - Ground handling organisation"	
"101324"	"Russian Federation - Other - Individuals"	
"7146"	"Russian Federation - Other - Design organisation"	
"10146"	"Russian Federation - Other - Aerodrome operator"	
"11146"	"Russian Federation - Other - ATM equipment maintenance organisation"	
"9146"	"Russian Federation - Other - Air Navigation Service Provider"	
"12146"	"Russian Federation - Other - Apron Management Service Provider"	
"8146"	"Russian Federation - Other - Maintenance organisation"	
"6146"	"Russian Federation - Other - Aircraft operator"	
"147"	"Rwanda"	
"1147"	"Rwanda - AIB"	
"2147"	"Rwanda - CAA"	
"5147"	"Rwanda - Other"	
"100285"	"Rwanda - Other - Production organisation"	
"100493"	"Rwanda - Other - Flight Crew Training organisation"	
"100701"	"Rwanda - Other - Flight Information Service Provider"	
"100909"	"Rwanda - Other - Continuous airworthiness monitoring organisation"	
"101117"	"Rwanda - Other - Ground handling organisation"	
"101325"	"Rwanda - Other - Individuals"	
"7147"	"Rwanda - Other - Design organisation"	
"10147"	"Rwanda - Other - Aerodrome operator"	
"11147"	"Rwanda - Other - ATM equipment maintenance organisation"	
"9147"	"Rwanda - Other - Air Navigation Service Provider"	
"12147"	"Rwanda - Other - Apron Management Service Provider"	
"8147"	"Rwanda - Other - Maintenance organisation"	
"6147"	"Rwanda - Other - Aircraft operator"	
"148"	"Saint Kitts and Nevis"	
"1148"	"Saint Kitts and Nevis - AIB"	
"2148"	"Saint Kitts and Nevis - CAA"	
"5148"	"Saint Kitts and Nevis - Other"	
"100286"	"Saint Kitts and Nevis - Other - Production organisation"	
"100494"	"Saint Kitts and Nevis - Other - Flight Crew Training organisation"	
"100702"	"Saint Kitts and Nevis - Other - Flight Information Service Provider"	
"100910"	"Saint Kitts and Nevis - Other - Continuous airworthiness monitoring organisation"	
"101118"	"Saint Kitts and Nevis - Other - Ground handling organisation"	
"101326"	"Saint Kitts and Nevis - Other - Individuals"	
"7148"	"Saint Kitts and Nevis - Other - Design organisation"	
"10148"	"Saint Kitts and Nevis - Other - Aerodrome operator"	
"11148"	"Saint Kitts and Nevis - Other - ATM equipment maintenance organisation"	
"9148"	"Saint Kitts and Nevis - Other - Air Navigation Service Provider"	
"12148"	"Saint Kitts and Nevis - Other - Apron Management Service Provider"	
"8148"	"Saint Kitts and Nevis - Other - Maintenance organisation"	
"6148"	"Saint Kitts and Nevis - Other - Aircraft operator"	
"149"	"Saint Lucia"	
"1149"	"Saint Lucia - AIB"	
"2149"	"Saint Lucia - CAA"	
"5149"	"Saint Lucia - Other"	
"100287"	"Saint Lucia - Other - Production organisation"	
"100495"	"Saint Lucia - Other - Flight Crew Training organisation"	
"100703"	"Saint Lucia - Other - Flight Information Service Provider"	
"100911"	"Saint Lucia - Other - Continuous airworthiness monitoring organisation"	
"101119"	"Saint Lucia - Other - Ground handling organisation"	
"101327"	"Saint Lucia - Other - Individuals"	
"7149"	"Saint Lucia - Other - Design organisation"	
"10149"	"Saint Lucia - Other - Aerodrome operator"	
"11149"	"Saint Lucia - Other - ATM equipment maintenance organisation"	
"9149"	"Saint Lucia - Other - Air Navigation Service Provider"	
"12149"	"Saint Lucia - Other - Apron Management Service Provider"	
"8149"	"Saint Lucia - Other - Maintenance organisation"	
"6149"	"Saint Lucia - Other - Aircraft operator"	
"150"	"Saint Vincent and the Grenadines"	
"1150"	"Saint Vincent and the Grenadines - AIB"	
"2150"	"Saint Vincent and the Grenadines - CAA"	
"5150"	"Saint Vincent and the Grenadines - Other"	
"100288"	"Saint Vincent and the Grenadines - Other - Production organisation"	
"100496"	"Saint Vincent and the Grenadines - Other - Flight Crew Training organisation"	
"100704"	"Saint Vincent and the Grenadines - Other - Flight Information Service Provider"	
"100912"	"Saint Vincent and the Grenadines - Other - Continuous airworthiness monitoring organisation"	
